StudyID,Strand,TypeofTest,TypeofTestHighlightedText,StandardisedTest,StandardisedTestHighlightedText,ResearcherDevelopedTest,ResearcherDevelopedTestHighlightedTest,SchoolDevelopedTest,SchoolDevelopedTestHighlightedTest,NationalTestorExam,NationalTestorExamHighlightedTest,InternationalTests,InternationalTestsHighlightedTest
43090199,NA,NA,NA,"1. 'Word Identification subtest...Woodcock Reading Mastery Test-Revised/Normative Update, Form H (1998)'; 2. 'Test of Word Reading Efficacy, Form B (Torgesen, Wagner & Rashotte, 1999)'; 3. 'WRMT/NU Word Comprehension subtest'; 4. 'WRMT-R/NU Passage Comprehension subtest' (p.241-2)",NA,"1. 'Vcabulary was assessed with a multiple-choice, curriculum-based measure of vocabulary developed by research staff in consultation with Dr Judith Scott'; 2. F'luency rate was assessed using students' mean WCPM on three grade-level passages drawn from DIBELS ORF benchmarks...' (p.241)",NA,NA,NA,NA,NA,NA,NA
37671588,Teaching assistants,NA,NA,"Receptive language was measured at pretest only with the standardized Peabody Picture Vocabulary Test - IIIA (Dunn & Dunn, 1997). RAN was measured at pretest only using the Letter Naming subtest of the Rapid Automatized Naming/Rapid Automatized Stimulus tests (Wolf & Denckla, 2005);  we also measured students on the Number Naming subtest  Word reading was measured using the Word Identification subtest from the norm-referenced, standardized Woodcock Reading Mastery Test - Revised/Normative Update Form H (WRMTR/NU; Woodcock, 1987/ 1998).  PRF using passages drawn from DIBELS Oral Reading Fluency Benchmark  fluency rate) employed the Rate subtest from the GORT - 4 Form B (Wiederholt & Bryant, 2001).   Comprehension was measured two ways: using a cloze-task measure (the WRMT - R/NU Passage Comprehension subtest) and using a multiple-choice measure (GORT - 4 Comprehension subtest).","['Page 21:\n[¬s]"" Norm-ref- erenced standard scores were used when available.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671589,NA,NA,NA,"Receptive vocabulary was measured at pretest only with the norm-referenced Peabody Picture Vocabulary Test IIIA (Dunn & Dunn, 1997) Phonological awareness was measured at screening/pretest and posttest with the composite standard score of three subtests from the Comprehensive Test of Phonological Processing (Wagner et al., 1999): Blending Words (pretest), Elision (pretest), and Sound Matching (screening) Word reading was measured at pretest and posttest with the mean standard score of the Word Attack and Word Identification subtests from the Woodcock Reading Mastery TestRevised/Normative Update (WRMTR/NU; Woodcock, 1998) Spelling was assessed at pretest and posttest with develop- mental raw scores of words correctly spelled on the Wide Range Achievement TestRevised (WRATR; Jastak & Wilkinson, 1984) Spelling subtes. Passage reading fluency was assessed at posttest only using the mean words correctly read in 1 min on two grade-level story passages. Both stories are from the Primary Phonics series (Makar, 1996) Comprehension was assessed at posttest only with the stan- dard score of the WRMTR/NU Passage Comprehension subtest.",NA,"Alphabetic knowledge was measured at screening and posttest as the mean of two naming measures: letter names and letter sounds correctly produced in 1 min. We developed our own measures of alphabetics; however, they are highly similar to the letter name task in Fuchs et al. (2001) and the letter name fluency subtest from the Dynamic Indicators of Basic Early Literacy Skills (Good & Kaminski, 2002)",NA,NA,NA,NA,NA,NA,NA
37671614,Teaching assistants,NA,NA,"Peabody Picture Vocabulary Test IIIA (Dunn, & Dunn, 2006) Woodcock Reading Mastery Test–Revised/Normative Update (WRMT-R/NU; Woodcock, 1987/1998) Word Comprehension cluster. Word Attack and Word Identification subtests from the WRMT-R/NU (Woodcock, 1987/ 1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA
37133984,Peer Tutoring,NA,NA,"Reading Comprehension achievement - Dutch standradized and IRT-modelled test battery. At each measurement occasion a different test, increasing in level of difficulty was used to collect data",NA,NA,NA,NA,NA,NA,NA,NA,NA
37116237,Peer Tutoring,NA,NA,"Standardised reading comprehension tests (Staphorsius & Krom, 1996) ",NA,"Researcher supplied two questionnaires to assess student outcomes: 1.) The index of reading awareness (Jacobs & Pairs, 1987)  2.) The reading strategy use scale (Pereira-Laird & Deane, 1997)   Researcher-developed pretest and posttest",NA,NA,NA,NA,NA,NA,NA
37093609,Peer Tutoring,NA,NA,NA,NA,Implied that the tests were researcher developed as details to the contrary are not provided. ,"['Page 4:\n[¬s]""To answer the above questions we designed three conditions. ""\n"" In all three conditions a spelling and spelling rules test was administered at four points in time. Pupils\' effort was also measured four times by means of teachers’ ratings and observations in the classroom.[¬e]""']",NA,NA,NA,NA,NA,NA
40294962,Feedback,NA,NA,NA,NA,NA,"['Page 1:\n[¬s]""teachers were asked to rate students\' effort during spelling lessons""\n""Four parallel versions of a spelling test (dictation of words), each consisting of 45 typical spelling cases, were used as achievement measures.""\n""The reasoning strategy test,[¬e]""']",NA,NA,NA,NA,NA,NA
40117232,Extending school time,NA,NA,NA,NA,NA,"['Page 25:\n[¬s]""Students completed baseline and first-year follow-up measures of several intermediate and longer term outcomes addressed in this report, including work habits, self-efficacy, misconduct, and substance use[¬e]""', 'Page 32:\n[¬s]""Academic performance. Teachers completed the Academic Performance scale from the Mock Report Card (Pierce et al., 1999), a measure that was developed in order to obtain standardized information about students\x92 academic performance across school districts that utilize different grading systems.[¬e]""']",NA,"['Page 32:\n[¬s]""Academic performance. Teachers completed the Academic Performance scale from the Mock Report Card (Pierce et al., 1999), a measure that was developed in order to obtain standardized information about students\x92 academic performance across school districts that utilize different grading systems.[¬e]""']",NA,NA,NA,NA
37092614,Feedback,NA,NA,NA,NA,NA,"['Page 93:\n[¬s]""The content test was developed locally and adapted from the Physical Science textbook test bank (M cLaughlin, Rillero, Thom pson & Zike, 2002). The test was composed o f approximately 35 m ultiple choice questions taken directly from the corresponding learning objectives for each unit. The test questions were designed by the publisher to assess the content in the associated chapter in the book,[¬e]""']",NA,NA,NA,NA,NA,NA
37092599,NA,NA,NA,NA,"['Page 34:\n[¬s]""The Otis-Lennon School Ability[¬e]""', 'Page 5:\n[¬s]"" the Test of Written Spelling (Larsen & Hammill, 1986)[¬e]""']",NA,"['Page 34:\n[¬s]""The weekly tests utilized by the CBM groups were developed by the researcher[¬e]""']",NA,NA,NA,NA,NA,NA
37092600,Feedback,NA,NA,NA,NA,NA,NA,Teachers scored summaries by content and overall quality,"['Page 19:\n[¬s]""The summaries were scored in the same fashion by all three graders: They first provided a score for each section of the summary taking only the content adequacy into consideration, using a 3-point scale ranging from 0 (no information about this section) to 1 (some information but not enough) to 2 (adequate section coverage). Next, the teachers scored the summaries in their usual fashion, using a holistic score to evaluate the overall quality of the summary, and taking into account other[¬e]""', 'Page 20:\n[¬s]""factors in addition to the content adequacy (e.g., style, coherence, organization, and mechanics). This scale consisted of 5 points, corresponding to the convention\xad ally used A to F grades. [¬e]""']",NA,NA,NA,NA
40117182,NA,NA,NA,NA,NA,NA,NA,NA,"['Page 11:\n[¬s]"" We collected information on academic performance and student characteristics through school records. Together, the MIS, surveys and school records permitted us to assess whether or not improvements in young people’s experiences and outcomes could be linked to participation in the Beacon centers.[¬e]""']",NA,NA,NA,NA
43090202,NA,NA,NA,"Dynamic Indicators of Basic Early Literacy Skills (DIBELS, Good & Kaminski, 2002, 2003) - letter anming - phonemic segmentation fluency (PSF) - nonsense word fluency (NWF)  Woodcock Reading Mastery Test-Revised (WRMT-R, Woodcock 1987) - Word Attack (WA) - Word Identification (WI) - Passage Comprehension (PC)",NA,NA,NA,NA,NA,NA,NA,NA,NA
39253308,Summer schools,NA,NA,NA,NA,NA,NA,NA,NA,Developmental Reading Assessment (Beaver 1997) is used in the district to assess reading achievement of primary students,NA,NA,NA
39253238,NA,NA,NA,NA,NA,NA,"['Page 8:\n[¬s]""Two dependent variables were used as preinterven\xad tion and postintervention measures. The first dependent variable consisted of a brief survey designed to assess students\' ability to (a) name the parts of a paragraph, (b) describe the function of each part of the paragraph, and (c) describe a metacognitive procedure used to plan and compose a paragraph as detailed in an earlier discussion on the informal assessment procedures. The videotape and accompanying instructional support manual provide specific definitive details and descriptions for these basic components of paragraph to allow for replication. The second dependent variable assessed the existence, cor\xad rect grammatical form, and correct function of the parts[¬e]""', 'Page 9:\n[¬s]""of a paragraph as described above in the discussion re\xad garding informal assessment procedures. Writing samples were scored separately by two graduate research assis\xad tants who were trained by the developers of the instruc\xad tional program. [¬e]""']",NA,NA,NA,NA,NA,NA
37671616,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Page 4:\n[¬s]""Criterion-Referenced Tests. Two criterion- referenced tests were used to assess student performance in reading and math.[¬e]""']",NA,NA
