ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
39253299,Paris (2004),2004,Toolkit: Summer schools,Primary outcome,Literacy: reading other,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Book or book chapter,Primary/elementary school,USA,Yes,Prospective QED,Unclear or details not provided,N/A,NA,Local education authority or district,No,"['6', '7', '8', '9']",['Yes'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],"['Class teachers', 'Teaching assistants', 'External teachers']",['Primary/elementary school'],-0.0186,0.0974,0.1723,-0.2095,Yes,Yes,Yes
38296659,Patel (2017),2017,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Socio-economic status,University/ researcher design,Yes (Please specify),"['7', '8']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.001,0.0663,0.131,-0.129,Yes,Yes,Yes
37061141,Peeck (1979),1979,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,The Netherlands,Yes,Multisite RCT,No,No,NA,School or group of schools,Unclear/ Not specified,"['10', '11']",['No'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.2252,0.3607,0.9321,-0.4818,Yes,Yes,Yes
37061139,Peeck (1985) 1_1,1985,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Class,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,The Netherlands,Yes,Cluster RCT,No,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['10', '11']",['Unclear (please add notes)'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Unclear/not specified'],['Primary/elementary school'],0.7436,0.2495,1.2326,0.2547,Yes,Yes,Yes
40294942,Peeck (1985) 1_2,1985,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Class,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,The Netherlands,Yes,Multisite RCT,No,No,NA,Other (please provide details),Unclear/ Not specified,"['10', '11']",['No'],['Students'],['One to one'],['During regular school hours '],['Unclear/not specified'],['Primary/elementary school'],0.7436,0.2495,1.2326,0.2547,Yes,Yes,Yes
37092708,Perkins (1988),1988,Toolkit: Feedback,Secondary outcome(s),Literacy: decoding/phonics,Individual,Random (please specify),High ecological validity,Male only,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,No,"['6', '7', '8', '9', '10']",['No'],['Students'],['One to one'],['During regular school hours '],['Unclear/not specified'],['Primary/elementary school'],1.39,0.3623,2.1,0.68,Yes,Yes,Yes
40294947,Peterson (1979) SGT,1979,Toolkit: Small Group Tuition,Primary outcome,Mathematics,Individual,Random (please specify),NA,NA,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,Unclear or details not provided,N/A,NA,University/ researcher design,NA,NA,['No'],NA,NA,NA,NA,['Primary/elementary school'],-0.0869,0.2001,0.3053,-0.4792,Yes,Yes,Yes
37093590,Phelps (1989),1989,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,Yes,NA,NA,University/ researcher design,No,"['9', '10']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.5565,0.2503,1.0471,0.0659,Yes,Yes,Yes
37092592,Philippakos (2012),2012,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10', '11']",['Yes'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.6262,0.2138,1.0452,0.2072,Yes,Yes,Yes
38878269,Pinnell (1994),1994,Toolkit: Small Group Tuition,Secondary outcome(s),Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.2496,0.2232,0.6871,-0.1879,Yes,Yes,Yes
40117157,Powers (1974),1974,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,NA,Technical report,Primary/elementary school,USA,Yes,Prospective QED,Yes,No,NA,Local education authority or district,No,"['6', '9', '7', '10']",['Yes'],['Students'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']","['During regular school hours ', 'Other (please specify)']",['Class teachers'],['Primary/elementary school'],-0.0522,0.1177,0.1784,-0.2829,Yes,Yes,Yes
37092593,Prater (1993),1993,Toolkit: Feedback,Primary outcome,Literacy: writing,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,No,No,NA,School or group of schools,Yes (Please specify),"['9', '10']",['No'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.1493,0.2999,0.7371,-0.4385,Yes,Yes,Yes
40117291,Prenovost (2001),2001,NA,NA,NA,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['11', '12', '13']",['No'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],NA,['Middle school'],NA,NA,NA,NA,Yes,No,No
38878270,Ransford-Kaldon (2010),2010,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,No information provided,Technical report,Primary/elementary school,USA,No/Unclear,Individual RCT,Unclear or details not provided,N/A,NA,University/ researcher design,Yes (Please specify),"['5', '6', '7', '8']",['Unclear (please add notes)'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.1913,0.0976,0.3826,-0.0001,Yes,Yes,Yes
38878271,Rashotte (2001),2001,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Canada,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9', '10', '11', '12']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['External teachers'],['Primary/elementary school'],0.5228,0.1898,0.8948,0.1509,Yes,Yes,Yes
37671611,Ratcliff (2009),2009,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,School - cluster,"Non-random, but matched",High ecological validity,No information provided,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Other (Explain in notes)', 'One to one']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.1559,0.1195,0.3901,-0.0782,Yes,Yes,Yes
39253229,Rawson (1993),1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
39253334,Reed (2001),2001,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,No information provided,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['6', '7']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['External teachers'],['No information provided'],-0.7373,0.3229,-0.1045,-1.3702,Yes,Yes,Yes
37092715,Reid (1988),1988,Toolkit: Feedback,Primary outcome,Literacy: speaking and listening/oral language,Individual,"Non-random, but matched",Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Canada,Yes,Individual RCT,Yes,No,NA,University/ researcher design,No,"['5', '6', '7']",['No'],['Students'],['One to one'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.9,0.4,1.684,0.116,Yes,Yes,Yes
40117178,Reisner (2004),2004,NA,Secondary outcome(s),Mathematics,Individual,Unclear,High ecological validity,Mixed gender,Technical report,Secondary/High school,UK (Select all that apply),No/Unclear,Retrospective QED  ,Yes,Yes,Other (please specify),Charity or voluntary organisation,Yes (Please specify),"['4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",['No'],['Students'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Before/after school'],"['Class teachers', 'Teaching assistants', 'Other school staff']","['Primary/elementary school', 'Middle school', 'Secondary/High school']",0.42,0.0,0.42,0.42,Yes,Yes,No
39253335,Rembert (1986),1986,NA,NA,NA,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,No,"['15', '16']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Other school staff'],['Secondary/High school'],NA,NA,NA,NA,Yes,No,No
37092594,Reynolds (1988),1988,Toolkit: Feedback,Primary outcome,Literacy: writing,Class,"Non-random, not matched prior to treatment",Low ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,No,No,NA,University/ researcher design,No,"['11', '12', '13', '14']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Middle school'],0.2429,0.3347,0.8989,-0.4131,Yes,Yes,Yes
37092778,Rickards (1978),1978,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,No,No,NA,University/ researcher design,No,"['10', '11']",['Yes'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.2122,0.3663,0.9302,-0.5058,Yes,Yes,Yes
38296661,Rienzo (2016),2016,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['13', '14']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],-0.0208,0.049,0.0751,-0.1168,Yes,Yes,Yes
39253336,Riley (1997),1997,Toolkit: Summer schools,Primary outcome,Mathematics,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['14', '15', '16', '17', '18']",['No'],"['Students', 'Teachers']","['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Summer/ holiday period'],"['Class teachers', 'Teaching assistants']",['Secondary/High school'],0.9453,0.1691,1.2766,0.6139,Yes,Yes,Yes
40117295,Riley (1997),1997,Toolkit: Extending school time,Primary outcome,Mathematics,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,No/Unclear,Prospective QED,Yes,Yes,Other (please specify),Other (please provide details),Yes (Please specify),"['14', '15', '16', '17', '18']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Summer/ holiday period'],"['Class teachers', 'External teachers']",['Secondary/High school'],0.5346,0.163,0.8541,0.215,Yes,Yes,Yes
40117160,Ritter (1992),1992,Toolkit: Extending school time,Primary outcome,Mathematics,Class,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Middle school,USA,NA,Prospective QED,Yes,No,NA,School or group of schools,No,"['12', '11']",['Unclear (please add notes)'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Middle school'],-0.0507,0.2924,0.5224,-0.6237,Yes,Yes,Yes
37671612,Roberts (2010),2010,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,England,Yes,Prospective QED,Yes,NA,NA,University/ researcher design,Yes (Please specify),"['11', '12', '13', '14', '15', '16']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Secondary/High school'],0.3967,0.2865,0.9582,-0.1648,Yes,Yes,Yes
38878272,Rolfhus (2012),2012,Toolkit: Small Group Tuition,Primary outcome,Mathematics,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Paired learning']",['During regular school hours '],['External teachers'],['Primary/elementary school'],0.3373,0.0702,0.475,0.1997,Yes,Yes,Yes
37092595,Rosenthal (2006),2006,Toolkit: Feedback,Secondary outcome(s),Literacy: reading other,Class,Random (please specify),Low ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Cluster RCT,No,NA,NA,University/ researcher design,Yes (Please specify),"['8', '9']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.3872,0.4185,1.2075,-0.4331,Yes,Yes,Yes
40294951,Roussey (1992) FB,1992,NA,NA,NA,Individual,"Non-random, but matched",High ecological validity,No information provided,Journal article,Primary/elementary school,France,NA,NA,NA,NA,NA,NA,No,"['8', '9']",NA,['Students'],"['Student alone (self-administered)', 'Paired learning']",['Before/after school'],"['Class teachers', 'Digital technology']",['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
